StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q29,Q30,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q7,Q7_7_TEXT,Q8,Q9,Q9_5_TEXT,Q10,Q10_6_TEXT,Q11,Q12,Q12_5_TEXT,Q13,Q14,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q22_15,Q22_16,Q22_17,Q22_18,Q22_19,Q22_20,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q26_11,Q26_12,PROLIFIC_PID,Create New Field or Choose From Dropdown...
07/04/2026 01:13,07/04/2026 01:17,0,100,232,1,07/04/2026 01:17,R_8JM4k2NnyvdCqL7,,,,,anonymous,EN,,,30,1,Austria,2,,Music,"1,2,3,4,5,6",,12,4,,"2,3,4,5",,2,2,,Music Pedagogy,3,2,2,2,2,2,4,4,4,4,4,4,4,5,4,4,4,5,4,1,1,4,4,4,2,2,3,4,2,1,2,2,3,4,1,1,4,3,7,6,8,8,8,7,8,8,7,7,6,9,6,6,6,6,5,6,6,6,7,7,6,7,,
08/04/2026 06:50,08/04/2026 06:53,0,100,225,1,08/04/2026 06:53,R_2Pn3u2Ddk0uMWdE,,,,,anonymous,EN,,,44,1,Belgium,"2,4",,Music,"2,6",,15,1,,"1,2,3,4,5",,1,3,,musicology,1,3,3,4,5,4,2,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,2,,2,2,3,1,,3,2,5,5,4,6,5,5,4,4,6,5,4,5,4,4,5,5,5,,4,4,5,5,5,5,,
23/04/2026 04:48,23/04/2026 04:48,0,100,7,1,23/04/2026 04:48,R_8ERmiMJjROskgMi,,,,,anonymous,EN,andrea,teach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andrea,
23/04/2026 04:49,23/04/2026 04:50,0,100,70,1,23/04/2026 04:50,R_80GaoIekDgvNOCb,,,,,anonymous,EN,andrea,teacher,12,1,123,2,,123,2,,12,3,,1,,3,2,,123,1,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,andrea,
23/04/2026 04:44,23/04/2026 04:54,0,100,599,1,23/04/2026 04:54,R_8EPuUBdyazso4P7,,,,,anonymous,EN,andrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andrea,
23/04/2026 05:08,23/04/2026 05:13,0,100,286,1,23/04/2026 05:13,R_9JjDz9fjdA7XVwl,,,,,anonymous,EN,6924de4204f56ab6304ebaf1,teacher,36,1,Australia,"1,2",,English,"3,4",,12,1,,1,,1,1,,Bachelor of Creative Arts / Education,2,2,3,3,3,1,2,4,4,4,5,4,5,5,5,4,4,4,4,1,1,4,4,4,1,1,4,4,2,1,1,1,4,4,1,2,4,4,7,7,8,6,8,9,7,6,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6924de4204f56ab6304ebaf1,
23/04/2026 05:09,23/04/2026 05:18,0,100,528,1,23/04/2026 05:18,R_2fweeC3zOetEUg1,,,,,anonymous,EN,698378cda3c472f2bce234ac,teacher,55,2,Kenya,5,,English,3,,30,1,,"1,3",,2,1,,English Literature,2,3,4,2,5,4,4,4,5,2,4,4,4,4,5,5,4,4,3,2,1,2,3,3,1,1,3,4,2,3,1,1,3,4,3,3,3,3,6,5,4,6,8,7,8,7,7,6,6,8,6,6,5,4,5,5,6,6,5,6,5,6,698378cda3c472f2bce234ac,
23/04/2026 05:08,23/04/2026 05:18,0,100,585,1,23/04/2026 05:18,R_8TZhEhTtK3rnf3l,,,,,anonymous,EN,699981da7b4cc0f65dbb61ec,teacher,39,2,Romania,2,,math,"4,5",,16,1,,2,,1,1,,Engineering,2,2,1,2,2,1,3,1,2,2,4,4,4,5,4,4,4,3,3,3,4,2,3,1,4,4,3,3,3,4,4,4,3,1,2,1,2,1,5,9,8,6,8,8,6,8,9,9,8,9,1,1,1,1,1,3,2,1,3,1,1,5,699981da7b4cc0f65dbb61ec,
23/04/2026 05:10,23/04/2026 05:18,0,100,475,1,23/04/2026 05:18,R_507AKvLgZWzmHSN,,,,,anonymous,EN,69908e014192c788b534890a,teacher,40,2,United States,2,,Work-Based Learning,4,,17,1,,"2,4,5",,1,1,,Family and Consumer Science,2,3,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,1,1,4,4,4,1,1,3,4,2,1,1,1,4,4,1,1,4,4,6,3,4,2,6,5,3,7,6,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,69908e014192c788b534890a,
23/04/2026 05:07,23/04/2026 05:18,0,100,658,1,23/04/2026 05:18,R_2Vyc2fXB6Isezxn,,,,,anonymous,EN,697cc83d155e1a304b7a9907,teacher,28,2,Portugal,2,,Physical Education,"1,2,3,4",,3,2,,"1,5",,2,1,,Sports Science,3,2,3,4,4,2,3,4,4,4,5,5,4,5,4,5,4,3,4,3,1,4,2,4,3,2,4,2,3,4,4,2,3,3,2,2,4,3,7,8,6,8,8,7,8,6,9,7,3,8,7,6,7,6,6,5,5,5,6,7,5,6,697cc83d155e1a304b7a9907,
23/04/2026 05:09,23/04/2026 05:19,0,100,597,1,23/04/2026 05:19,R_83ISGBD4xABGuT7,,,,,anonymous,EN,6977bc673f9a7085d60ffae0,teacher,48,2,Poland,"2,5",,"art, career counseling, techniques",2,,19,1,,1,,1,2,,Graphic design,2,2,4,,4,2,4,4,4,4,4,4,4,4,4,3,4,4,3,2,2,2,2,3,2,1,3,3,1,3,2,1,3,3,2,2,3,3,7,7,7,7,7,7,7,6,6,7,6,7,5,5,6,6,6,4,4,6,6,6,6,5,6977bc673f9a7085d60ffae0,
23/04/2026 05:14,23/04/2026 05:22,0,100,462,1,23/04/2026 05:22,R_5rV3i44zakygDtr,,,,,anonymous,EN,69a719ff0a09773981d56612,teacher,33,2,United States ,1,,Social Studies ,4,,10,1,,1,,1,2,,Integrated Social studies ,2,2,2,3,4,2,4,4,3,4,5,4,5,5,4,4,3,3,3,3,2,3,3,3,3,2,3,3,3,4,3,2,3,3,2,3,4,4,9,7,7,6,6,8,7,9,8,6,6,7,7,7,5,5,6,5,6,6,7,7,5,7,69a719ff0a09773981d56612,
23/04/2026 05:17,23/04/2026 05:28,0,100,665,1,23/04/2026 05:28,R_2eXUe7V1dM3E0Zr,,,,,anonymous,EN,6984a6a0584bbd788eb329e9,teacher,30,1,Spain,"1,2",,English,"1,2,3,4",,10,1,,"1,3",,1,2,,Philology / Linguistics,2,3,2,4,3,3,2,3,3,4,5,4,4,5,5,5,3,4,3,2,2,4,3,3,2,3,2,4,2,2,2,1,3,3,1,2,4,4,7,5,7,8,6,7,7,8,7,9,6,6,6,6,5,5,6,4,4,5,4,6,5,4,6984a6a0584bbd788eb329e9,
23/04/2026 05:44,23/04/2026 05:57,0,100,742,1,23/04/2026 05:57,R_2tu5d6R6FGulj1r,,,,,anonymous,EN,6928b5026c84fcd91c5a7a68,teacher,38,2,france,"1,5",,"French, mathematics, sciences, sports, music, arts, history, geography, english ...",2,,10,1,,1,,2,3,,Phd in environmental sociology,2,5,4,4,2,3,2,4,4,2,4,4,3,4,4,4,4,4,4,3,1,3,3,3,2,3,4,3,2,1,1,1,1,3,1,2,3,3,7,7,7,8,8,8,7,7,8,8,7,8,4,4,5,5,5,4,5,5,5,5,5,5,6928b5026c84fcd91c5a7a68,
23/04/2026 06:16,23/04/2026 06:22,0,100,398,1,23/04/2026 06:22,R_1tfFlqX96O5JFpT,,,,,anonymous,EN,69dc65899bff968fbf68c8ff,teacher,29,1,Canada,1,,English 8-12; IELTS ,"3,4",,7,1,,"2,3,4",,5,1,,BA Communications,3,4,3,5,4,5,2,3,4,4,5,4,5,5,2,4,3,3,3,3,3,3,3,2,2,4,2,3,3,3,4,4,2,1,3,4,4,4,7,4,7,8,9,6,8,5,7,8,7,6,1,1,3,2,1,5,6,3,6,2,2,7,69dc65899bff968fbf68c8ff,
17/04/2026 03:08,17/04/2026 03:09,0,4,62,0,24/04/2026 03:09,R_2jxlTZOvYH2zocP,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2026 08:18,24/04/2026 08:19,0,100,98,1,24/04/2026 08:19,R_8qLsPrUjCglU3kt,,,,,anonymous,EN,123,teacher,12,1,12,2,,12,2,,12,2,,2,,1,2,,12,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,123,
24/04/2026 08:20,24/04/2026 08:20,0,100,3,1,24/04/2026 08:20,R_2aS7DcBEetpjds9,,,,,anonymous,EN,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,
24/04/2026 08:23,24/04/2026 08:24,0,100,50,1,24/04/2026 08:24,R_24Db2wiwTuPZHeV,,,,,anonymous,EN,69e8c32cf977d1591aa4ddbe,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e8c32cf977d1591aa4ddbe,
24/04/2026 08:23,24/04/2026 08:27,0,100,226,1,24/04/2026 08:27,R_22xeyc4dRMPIFY0,,,,,anonymous,EN,697a41c35175795597198254,teacher,33,1,U.K.,1,,Maths,"3,4",,8,1,,1,,1,1,,Bsc (hons) Mathematics,2,4,5,5,5,4,3,3,4,2,3,4,4,4,2,2,2,2,4,2,3,2,1,2,2,3,1,4,2,2,4,4,4,4,2,3,1,2,8,7,8,7,8,8,8,8,6,8,2,6,6,6,6,6,6,6,3,5,3,5,4,5,697a41c35175795597198254,
24/04/2026 08:26,24/04/2026 08:27,0,100,83,1,24/04/2026 08:27,R_8YY5UnD5y7WVEb6,,,,,anonymous,EN,69eb260a1ea48a4887b158fb,insegnante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69eb260a1ea48a4887b158fb,
24/04/2026 08:23,24/04/2026 08:32,0,100,522,1,24/04/2026 08:32,R_7hcnBtvF5pMBSA6,,,,,anonymous,EN,69c588fc7fab6ff2615120d7,teacher,32,1,Canada,"1,2",,English,"3,4",,8,1,,"1,2,3",,1,1,,History,2,5,5,3,5,2,5,5,4,5,4,2,4,4,2,2,3,4,3,2,2,4,3,3,1,2,2,3,2,1,2,2,3,2,2,1,3,3,4,2,6,3,7,4,7,4,6,8,2,6,5,3,6,6,7,3,7,5,6,7,6,2,69c588fc7fab6ff2615120d7,
24/04/2026 08:29,24/04/2026 08:33,0,100,211,1,24/04/2026 08:33,R_1iDQHh72OOKBwP2,,,,,anonymous,EN,69e9694e96793aac02c24de0,teacher,42,2,canada,1,,english,"2,3,4,5",,16,1,,"1,2,3,4",,1,1,,"Bachelor of English, B. Ed",2,2,3,3,5,2,4,4,5,4,4,4,5,4,3,4,3,4,4,3,2,3,3,4,2,2,3,3,2,2,2,2,2,4,4,2,4,4,5,6,6,5,6,7,6,7,8,8,4,6,6,6,5,5,6,6,7,6,6,6,5,6,69e9694e96793aac02c24de0,
24/04/2026 08:23,24/04/2026 08:36,0,100,789,1,24/04/2026 08:36,R_7nUzkUXsfrzD3Te,,,,,anonymous,EN,69ca0d6c15320ea8c68b3f67,teacher,47,1,Canada,"2,6",Online ESL Teacher,ESL,"1,2,3,4,5,6",,24,2,,"2,4",,1,5,Some university,Film Studies,1,5,5,6,6,4,1,1,1,1,5,4,4,5,4,2,1,1,2,4,4,2,1,3,4,3,3,2,4,1,2,4,2,1,4,4,2,2,4,5,4,7,7,9,6,6,2,9,5,6,1,2,2,1,3,1,1,2,1,5,2,1,69ca0d6c15320ea8c68b3f67,
24/04/2026 08:29,24/04/2026 08:42,0,100,811,1,24/04/2026 08:42,R_525aLfvgD8cq90W,,,,,anonymous,EN,69a98bcb8477598f780f9175,teacher,33,2,United States,1,,English Language Arts,"3,4",,7,1,,"3,4",,2,2,,Secondary Education,2,5,5,5,6,4,4,5,3,5,5,2,3,5,4,4,3,3,3,2,1,4,4,3,1,1,3,4,1,1,1,2,4,4,3,2,4,4,9,5,9,7,9,9,7,9,9,7,9,9,7,7,6,6,7,7,7,7,7,7,7,7,69a98bcb8477598f780f9175,
24/04/2026 08:40,24/04/2026 08:51,0,100,693,1,24/04/2026 08:51,R_2GOurQY6rXqvX6F,,,,,anonymous,EN,6925835a3a74d81548f92aa6,teacher,56,2,Spain,1,,English as a second language,"3,4,5,6",,20,2,,"2,3,4",,2,4,,English courses,1,2,3,4,4,2,3,4,4,3,4,4,5,5,5,5,3,5,4,1,1,4,3,3,1,3,4,3,1,2,3,1,4,3,1,1,4,4,8,7,8,6,9,7,8,8,8,4,4,8,5,5,4,5,5,5,5,5,5,5,6,6,6925835a3a74d81548f92aa6,
24/04/2026 08:47,24/04/2026 08:52,0,100,332,1,24/04/2026 08:52,R_7bHq181PCTvXqTZ,,,,,anonymous,EN,695f8b552bbfdcbae8c5e799,teacher,43,2,United States,1,,English,2,,21,1,,1,,1,2,,English Secondary Education,2,3,3,4,4,3,5,5,5,5,4,4,5,4,4,5,4,5,4,1,1,4,4,4,1,1,2,4,1,1,1,1,4,4,2,1,4,4,8,6,7,8,9,8,7,9,9,9,7,7,6,7,7,7,7,7,7,7,6,7,7,7,695f8b552bbfdcbae8c5e799,
24/04/2026 08:41,24/04/2026 08:55,0,100,887,1,24/04/2026 08:55,R_2jtai1SdnIUGUYV,,,,,anonymous,EN,698353f8d25e57a8d3e95f10,teacher,34,1,Egypt,1,,Geography and History,3,,3,1,,"1,3,4",,1,1,,Geography and History Education,2,2,3,3,3,2,4,5,4,4,5,4,4,5,5,5,4,4,4,2,1,1,4,3,1,1,3,4,1,2,1,1,4,4,3,1,4,3,7,6,8,9,8,9,8,8,7,8,6,7,7,7,6,6,7,5,6,6,7,6,6,7,698353f8d25e57a8d3e95f10,
24/04/2026 08:42,24/04/2026 08:57,0,100,874,1,24/04/2026 08:57,R_7Icwtogrf2lvi8z,,,,,anonymous,EN,69e8ee6e2e6a25c2cdee988a,teacher,29,2,Brazil,"1,6",online teache for esl students,English,"1,2,3,4,5",,10,4,,"1,2,3,4",,1,5,Post-graduation degree,"English-Portuguese, Languages",2,4,4,4,5,3,2,3,4,4,4,4,5,5,1,3,2,3,3,3,3,3,4,4,1,1,4,4,1,1,1,1,4,4,2,1,4,4,5,7,6,8,9,5,5,3,5,6,6,5,5,6,7,7,7,7,7,7,7,7,7,7,69e8ee6e2e6a25c2cdee988a,
24/04/2026 08:50,24/04/2026 08:58,0,100,465,1,24/04/2026 08:58,R_2d9A1uK1YBqXerD,,,,,anonymous,EN,69e8df670508d24eaee76b66,teacher,40,2,England,1,,Reception age,"1,2",,22,1,,1,,1,1,,Primary,2,3,3,4,5,2,5,4,4,4,4,4,4,4,2,2,2,2,3,2,2,4,4,4,1,2,4,4,1,2,2,2,4,4,2,2,4,4,3,6,3,6,7,7,7,7,5,8,7,8,7,7,7,7,7,7,7,7,7,7,7,7,69e8df670508d24eaee76b66,
24/04/2026 08:54,24/04/2026 09:00,0,100,362,1,24/04/2026 09:00,R_2DZwXdGQi6eZSzB,,,,,anonymous,EN,698f348bf427741b23a4742c,teacher,35,2,spain,1,,english,"1,2,3",,12,2,,3,,1,1,,special education,2,1,1,2,2,1,5,5,5,5,4,5,4,5,5,5,5,4,4,1,1,2,4,4,1,2,3,4,1,2,1,1,4,4,1,3,4,4,8,9,8,9,9,9,9,8,9,9,8,9,7,7,7,7,7,7,7,7,7,7,7,7,698f348bf427741b23a4742c,
24/04/2026 08:56,24/04/2026 09:02,0,100,348,1,24/04/2026 09:02,R_7G7fdKR0PFuRVpr,,,,,anonymous,EN,69440f7e80a4386d25e90198,teacher,38,2,united states,1,,kindergarten,"1,2",,14,1,,1,,1,2,,"early childhood, ESOL, Educational leadership",2,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,4,4,4,1,1,4,4,1,1,1,1,4,4,1,1,4,4,8,8,8,8,9,9,9,9,9,9,7,8,7,7,7,7,7,7,7,7,7,7,7,7,69440f7e80a4386d25e90198,
